Source?,Date (MSM time) (MM/DD/YYYY),Time since reset (HH:MM:SS),"Day? (Local, 6am-8pm)","Night? (Local, 6am-8pm)",Torches Lit,Island,Titan skin?,Parent 1 Species,Parent 1 Level,Parent 2 Species,Parent 2 Level,Result Monster
themixedmaster,8/17/2025,,False,False,10.0,Sanctum,False,Rare Larvaluss,20,Rare Frondley,20,Rare Theremind
themixedmaster,8/17/2025,,False,False,10.0,M Plant,False,Rare Bowgart,20,Rare Shrubb,20,Bowgart
themixedmaster,8/17/2025,,False,False,10.0,M Cold,False,Deedge,20,Rare Quibble,20,Quibble
themixedmaster,8/17/2025,,False,False,10.0,M Air,False,Riff,20,Rare Maw,20,Maw
themixedmaster,8/17/2025,,False,False,10.0,M Water,False,Rare Shellbeat,20,Rare Fwog,20,Fwog
themixedmaster,8/17/2025,,False,False,10.0,M Earth,False,Quarrister,20,Rare Furcorn,20,Furcorn
themixedmaster,8/17/2025,,False,False,10.0,Shugabush,False,Shugabush,20,Rare Quibble,20,Shugabuzz
themixedmaster,8/17/2025,,False,False,10.0,M Air,False,Riff,20,Rare Maw,20,Maw
themixedmaster,8/17/2025,,False,False,10.0,M Water,False,Rare Shellbeat,20,Rare Fwog,20,Fwog
themixedmaster,8/17/2025,,False,False,10.0,M Light,False,Rare Fiddlement,20,Rare Gob,20,Gob
themixedmaster,8/17/2025,,False,True,10.0,M Bone,False,Plinkajou,20,Rare Uuduk,20,Uuduk
themixedmaster,8/17/2025,,False,False,10.0,Plant,True,Entbrat,20,Rare Oaktopus,20,Epic Toe Jammer
themixedmaster,8/17/2025,,False,False,10.0,Cold,False,Rare Oaktopus,20,Deedge,20,Oaktopus
themixedmaster,8/17/2025,,False,False,10.0,Air,True,Riff,20,Rare Quibble,20,Quibble
themixedmaster,8/17/2025,,False,False,10.0,Earth,True,Rare Quarrister,20,Rare Furcorn,20,Furcorn
themixedmaster,8/17/2025,,False,False,10.0,Haven,False,Tring,20,Rare Cybop,20,Cybop
themixedmaster,8/17/2025,,False,False,10.0,Shanty,False,Rare Gobbleygourd,20,Clavavera,20,Clavavera
themixedmaster,8/17/2025,,False,False,10.0,M Cold,False,Deedge,20,Rare Quibble,20,Epic Toe Jammer
themixedmaster,8/17/2025,,False,False,10.0,M Air,False,Riff,20,Rare Maw,20,Maw
themixedmaster,8/17/2025,,False,False,10.0,M Water,False,Rare Shellbeat,20,Rare Fwog,20,Fwog
themixedmaster,8/17/2025,,False,False,10.0,M Earth,False,Quarrister,20,Rare Furcorn,20,Furcorn
themixedmaster,8/18/2025,,False,False,10.0,M Plant,False,Rare Bowgart,20,Rare Shrubb,20,Shrubb
themixedmaster,8/18/2025,,False,False,10.0,M Air,False,Riff,20,Rare Maw,20,Maw
themixedmaster,8/18/2025,,False,False,10.0,Plant,True,Entbrat,20,Rare Entbrat,20,Entbrat
themixedmaster,8/18/2025,,False,False,10.0,Cold,False,Rare Mammott,15,Rare Thumpies,20,Mammott
themixedmaster,8/18/2025,,False,False,10.0,Air,True,Rare Scups,20,Rare Noggin,20,Scups
themixedmaster,8/18/2025,,False,False,10.0,Water,False,Rare Scups,20,Rare Noggin,20,Noggin
themixedmaster,8/18/2025,,False,False,10.0,Water,False,Rare Scups,20,Rare Noggin,20,Noggin
themixedmaster,8/18/2025,,False,False,10.0,Water,False,Rare Scups,20,Rare Noggin,20,Noggin
themixedmaster,8/18/2025,,False,False,10.0,Water,False,Rare Scups,20,Rare Noggin,20,Noggin
themixedmaster,8/18/2025,,False,False,10.0,Water,False,Rare Scups,20,Rare Noggin,20,Noggin
themixedmaster,8/18/2025,,False,False,10.0,Water,False,Rare Scups,20,Rare Noggin,20,Scups
themixedmaster,8/18/2025,,False,False,10.0,Cold,False,Rare Mammott,15,Rare Thumpies,20,Thumpies
themixedmaster,8/18/2025,,False,False,10.0,Earth,True,Quarrister,20,Rare Quarrister,20,Quarrister
themixedmaster,8/18/2025,,False,False,10.0,Haven,False,Barrb,15,Tring,19,Barrb
themixedmaster,8/18/2025,,False,False,10.0,Psychic,False,Gloptic,20,Rare Bonkers,20,Bonkers
themixedmaster,8/18/2025,,False,False,10.0,Bone,False,Rare Noggin,20,Rare Toe Jammer,20,Fwog
themixedmaster,8/18/2025,,False,False,10.0,M Cold,False,Rare Thumpies,20,Mammott,20,Mammott
themixedmaster,8/18/2025,,False,False,10.0,M Water,False,Rare Scups,20,Rare Noggin,20,Scups
themixedmaster,8/18/2025,,False,False,10.0,M Earth,False,Quarrister,20,Rare Quarrister,20,Quarrister
themixedmaster,8/18/2025,,False,False,10.0,M Psychic,False,Gloptic,20,Rare Bonkers,20,Bonkers
themixedmaster,8/18/2025,,False,False,10.0,M Bone,False,Noggin,20,Toe Jammer,20,Fwog
themixedmaster,8/18/2025,,False,False,10.0,M Cold,False,Rare Thumpies,20,Mammott,20,Mammott
themixedmaster,8/18/2025,,False,False,10.0,M Cold,False,Rare Thumpies,20,Mammott,20,Mammott
themixedmaster,8/18/2025,,False,False,10.0,M Cold,False,Rare Thumpies,20,Mammott,20,Mammott
themixedmaster,8/18/2025,,False,False,10.0,M Cold,False,Rare Thumpies,20,Mammott,20,Thumpies
themixedmaster,8/18/2025,,False,False,10.0,M Air,False,Rare Noggin,20,Rare Scups,20,Scups
themixedmaster,8/18/2025,,False,False,10.0,Psychic,False,Gloptic,20,Rare Gloptic,19,Gloptic
themixedmaster,8/18/2025,,False,False,10.0,Bone,False,Rare Noggin,20,Rare Toe Jammer,20,Fwog
themixedmaster,8/18/2025,,False,False,10.0,M Plant,False,Entbrat,19,Rare Entbrat,20,Entbrat
themixedmaster,8/18/2025,,True,True,10.0,M Psychic,False,Gloptic,19,Rare Rootitoot,20,24h
themixedmaster,8/18/2025,,False,False,10.0,M Bone,False,Noggin,20,Toe Jammer,20,Fwog
themixedmaster,8/18/2025,,False,False,10.0,M Water,False,Rare Toe Jammer,20,Rare Noggin,20,Fwog
themixedmaster,8/18/2025,,False,False,10.0,Cold,False,Rare Mammott,15,Rare Thumpies,20,Thumpies
themixedmaster,8/18/2025,,False,False,10.0,Air,True,Rare Noggin,20,Rare Toe Jammer,20,Fwog
themixedmaster,8/18/2025,,False,False,10.0,Water,False,Rare Noggin,20,Rare Toe Jammer,20,Fwog
themixedmaster,8/18/2025,,False,False,10.0,Water,False,Rare Noggin,20,Rare Toe Jammer,20,Fwog
themixedmaster,8/18/2025,,False,False,10.0,Air,True,Rare Noggin,20,Rare Toe Jammer,20,Fwog
themixedmaster,8/18/2025,,False,False,10.0,Bone,False,Rare Noggin,20,Rare Toe Jammer,20,Fwog
themixedmaster,8/18/2025,,False,False,10.0,M Cold,False,Rare Thumpies,20,Mammott,20,Mammott
themixedmaster,8/18/2025,,False,False,10.0,M Air,False,Rare Toe Jammer,20,Rare Noggin,20,Fwog
themixedmaster,8/18/2025,,False,False,10.0,M Water,False,Rare Toe Jammer,20,Rare Noggin,20,Fwog
themixedmaster,8/18/2025,,False,False,10.0,M Cold,False,Rare Thumpies,20,Mammott,20,Mammott
themixedmaster,8/18/2025,,False,True,10.0,M Bone,False,Plinkajou,20,Rare Withur,20,Withur
themixedmaster,8/18/2025,,False,False,10.0,M Cold,False,Rare Thumpies,20,Mammott,20,Mammott
themixedmaster,8/18/2025,,False,False,10.0,M Cold,False,Thumpies,4,Rare Thumpies,20,Thumpies
themixedmaster,8/19/2025,,False,False,10.0,,False,,,,,
engispyro,8/18/2025,,True,False,10.0,Faerie,False,Rare Pladdie,20,Rare Bridg-it,20,Bridg-it
engispyro,8/19/2025,,True,False,10.0,M Psychic,False,Gloptic,16,Oaktopus,16,Oaktopus
engispyro,8/19/2025,,True,False,10.0,M Psychic,False,Gloptic,16,Oaktopus,16,Gloptic
engispyro,8/19/2025,,True,False,10.0,Faerie,False,Rare Pladdie,20,Rare Bridg-it,20,Bridg-it
engispyro,8/19/2025,,True,False,10.0,Faerie,False,Rare Pladdie,20,Rare Bridg-it,20,Bridg-it
engispyro,8/19/2025,,False,True,10.0,M Psychic,False,Gloptic,16,Oaktopus,16,Gloptic
engispyro,8/19/2025,,True,False,10.0,Faerie,False,Rare Pladdie,20,Rare Bridg-it,20,Bridg-it
engispyro,8/19/2025,,True,False,10.0,Faerie,False,Rare Pladdie,20,Rare Bridg-it,20,Bridg-it
engispyro,8/20/2025,,False,False,10.0,M Psychic,False,Gloptic,16,Oaktopus,16,Gloptic
engispyro,8/20/2025,,True,False,10.0,Faerie,False,Rare Pladdie,20,Rare Bridg-it,20,Bridg-it
engispyro,8/20/2025,,True,False,10.0,Faerie,False,Rare Pladdie,20,Rare Bridg-it,20,Bridg-it
engispyro,8/20/2025,,False,False,10.0,M Psychic,False,Gloptic,16,Oaktopus,16,Gloptic
engispyro,8/21/2025,,True,False,10.0,M Psychic,False,Gloptic,16,Oaktopus,16,Oaktopus
engispyro,8/21/2025,,False,False,10.0,M Psychic,False,Gloptic,16,Oaktopus,16,Gloptic
engispyro,8/20/2025,,True,False,10.0,Faerie,False,Rare Pladdie,20,Rare Bridg-it,20,Bridg-it
engispyro,8/20/2025,,True,False,10.0,Faerie,False,Rare Pladdie,20,Rare Bridg-it,20,Bridg-it
engispyro,8/21/2025,,True,False,10.0,M Psychic,False,Gloptic,16,Oaktopus,16,Gloptic
engispyro,8/21/2025,,True,False,10.0,Faerie,False,Rare Pladdie,20,Rare Bridg-it,20,Bridg-it
engispyro,8/21/2025,,True,False,10.0,Faerie,False,Rare Pladdie,20,Rare Bridg-it,20,Bridg-it
engispyro,8/22/2025,,True,False,10.0,Faerie,False,Rare Pladdie,20,Rare Bridg-it,20,Bridg-it
engispyro,8/22/2025,,True,False,10.0,Faerie,False,Rare Pladdie,20,Rare Bridg-it,20,Bridg-it
engispyro,8/22/2025,,True,False,10.0,M Psychic,False,Gloptic,16,Oaktopus,16,Oaktopus
engispyro,8/22/2025,,True,False,10.0,M Psychic,False,Gloptic,16,Oaktopus,16,Gloptic
engispyro,8/23/2025,,True,False,10.0,M Psychic,False,Gloptic,16,Oaktopus,16,Oaktopus
engispyro,8/23/2025,,True,False,10.0,M Psychic,False,Gloptic,16,Oaktopus,16,Gloptic
engispyro,8/23/2025,,True,False,10.0,Faerie,False,Rare Pladdie,20,Rare Bridg-it,20,Bridg-it
engispyro,8/23/2025,,True,False,10.0,Faerie,False,Rare Pladdie,20,Rare Bridg-it,20,Owlesque
engispyro,8/24/2025,,True,False,10.0,M Psychic,False,Gloptic,16,Oaktopus,16,Oaktopus
engispyro,8/24/2025,,True,False,10.0,M Psychic,False,Gloptic,16,Oaktopus,16,Oaktopus
engispyro,8/24/2025,,True,False,10.0,M Psychic,False,Gloptic,16,Oaktopus,16,Oaktopus
engispyro,8/25/2025,,True,False,10.0,M Psychic,False,Gloptic,16,Oaktopus,16,Gloptic
engispyro,8/25/2025,,True,False,10.0,M Psychic,False,Gloptic,16,Oaktopus,16,Gloptic
engispyro,8/26/2025,,True,False,10.0,M Psychic,False,Gloptic,16,Oaktopus,16,Gloptic
engispyro,8/26/2025,,True,False,10.0,M Psychic,False,Gloptic,16,Oaktopus,16,Oaktopus
engispyro,8/26/2025,,True,False,10.0,M Psychic,False,Gloptic,16,Oaktopus,16,Gloptic
engispyro,8/27/2025,,False,False,10.0,M Psychic,False,Gloptic,16,Oaktopus,16,Rare Oaktopus
engispyro,8/27/2025,,False,False,10.0,M Psychic,False,Gloptic,16,Oaktopus,16,Gloptic
engispyro,8/28/2025,,False,False,10.0,M Psychic,False,Gloptic,16,Rare Oaktopus,16,Gloptic
engispyro,8/29/2025,,False,False,10.0,M Psychic,False,Gloptic,16,Rare Oaktopus,16,Gloptic
engispyro,8/29/2025,,False,False,10.0,M Psychic,False,Gloptic,16,Rare Oaktopus,16,Oaktopus
engispyro,8/30/2025,,False,False,10.0,M Psychic,False,Gloptic,16,Rare Oaktopus,16,Gloptic
engispyro,8/30/2025,,False,False,10.0,M Psychic,False,Gloptic,16,Rare Oaktopus,16,Oaktopus
engispyro,8/30/2025,,False,False,10.0,M Psychic,False,Gloptic,16,Rare Oaktopus,16,Gloptic
engispyro,9/2/2025,,False,False,10.0,M Psychic,False,Gloptic,16,Rare Oaktopus,16,Gloptic
engispyro,9/2/2025,,False,False,10.0,M Psychic,False,Gloptic,16,Rare Oaktopus,16,Oaktopus
engispyro,9/3/2025,,False,False,10.0,M Psychic,False,Gloptic,16,Rare Oaktopus,16,Gloptic
engispyro,9/4/2025,,False,False,10.0,M Psychic,False,Gloptic,16,Rare Oaktopus,16,Gloptic
engispyro,9/5/2025,,False,False,10.0,M Psychic,False,Gloptic,16,Rare Oaktopus,16,Gloptic
rally.,8/20/2025,4:58:00,False,True,0.0,Plant,False,T-Rox,15,Pummel,15,Pummel
rally.,8/20/2025,4:58:00,False,True,0.0,Plant,False,T-Rox,15,Pummel,15,G'joob
rally.,8/20/2025,5:01:00,False,True,0.0,M Plant,False,T-Rox,15,Pummel,15,G'joob
rally.,8/20/2025,5:03:00,False,True,0.0,Cold,False,Bowgart,15,Spunge,15,Spunge
rally.,8/20/2025,5:03:00,False,True,0.0,Cold,False,Bowgart,15,Spunge,15,Strombonin
rally.,8/20/2025,5:05:00,False,True,0.0,M Cold,False,Bowgart,15,Spunge,15,Bowgart
rally.,8/20/2025,5:07:00,False,True,0.0,Air,False,T-Rox,15,Scups,15,Scups
rally.,8/20/2025,5:07:00,False,True,0.0,Air,False,T-Rox,15,Scups,15,T-Rox
rally.,8/20/2025,5:10:00,False,True,0.0,M Air,False,T-Rox,15,Scups,15,Yawstrich
rally.,8/20/2025,5:13:00,False,True,0.0,Water,False,Scups,15,Pummel,15,Scups
rally.,8/20/2025,5:13:00,False,True,0.0,Water,False,Scups,15,Pummel,15,Scups
rally.,8/20/2025,5:16:00,False,True,0.0,M Water,False,Scups,15,Pummel,15,Scups
rally.,8/20/2025,5:18:00,False,True,0.0,Earth,False,Thumpies,15,PomPom,15,PomPom
rally.,8/20/2025,5:18:00,False,True,0.0,Earth,False,Thumpies,15,PomPom,15,Thumpies
rally.,8/20/2025,20:47:00,True,False,0.0,Haven,False,Reedling,15,Barrb,15,Reedling
rally.,8/20/2025,20:47:00,True,False,0.0,Haven,False,Reedling,15,Barrb,15,Barrb
rally.,8/20/2025,21:02:00,True,False,0.0,Plant,False,T-Rox,15,Pummel,15,Pummel
rally.,8/20/2025,21:02:00,True,False,0.0,Plant,False,T-Rox,15,Pummel,15,Pummel
rally.,8/20/2025,21:04:00,True,False,0.0,M Plant,False,T-Rox,15,Pummel,15,T-Rox
rally.,8/20/2025,21:05:00,True,False,0.0,Cold,False,Bowgart,15,Spunge,15,Bowgart
rally.,8/20/2025,21:07:00,True,False,0.0,M Cold,False,Bowgart,15,Spunge,15,Spunge
rally.,8/20/2025,21:08:00,True,False,0.0,Air,False,T-Rox,15,Scups,15,Scups
rally.,8/20/2025,21:08:00,True,False,0.0,Air,False,T-Rox,15,Scups,15,Scups
rally.,8/20/2025,21:12:00,True,False,0.0,Water,False,Scups,15,Pummel,15,Pummel
rally.,8/20/2025,21:12:00,True,False,0.0,Water,False,Scups,15,Pummel,15,Pummel
rally.,8/20/2025,21:12:00,True,False,0.0,M Water,False,Scups,15,Pummel,15,Anglow
rally.,8/20/2025,21:14:00,True,False,0.0,Earth,False,Thumpies,15,PomPom,15,Hyehehe
rally.,8/20/2025,21:14:00,True,False,0.0,Earth,False,Thumpies,15,PomPom,15,PomPom
rally.,8/21/2025,7:38:00,False,True,0.0,Plant,False,T-Rox,15,Pummel,15,T-Rox
rally.,8/21/2025,7:38:00,False,True,0.0,Plant,False,T-Rox,15,Pummel,15,Pummel
rally.,8/21/2025,7:42:00,False,True,0.0,Cold,False,Bowgart,15,Spunge,15,Spunge
rally.,8/21/2025,7:42:00,False,True,0.0,Cold,False,Bowgart,15,Spunge,15,Bowgart
rally.,8/21/2025,7:43:00,False,True,0.0,Air,False,T-Rox,15,Scups,15,Yawstrich
rally.,8/21/2025,7:46:00,False,True,0.0,Air,False,T-Rox,15,Scups,15,Scups
rally.,8/21/2025,7:48:00,False,True,0.0,Water,False,Scups,15,Pummel,15,Pummel
rally.,8/21/2025,7:48:00,False,True,0.0,Water,False,Scups,15,Pummel,15,Pummel
rally.,8/21/2025,7:50:00,False,True,0.0,Earth,False,Thumpies,15,PomPom,15,Thumpies
rally.,8/21/2025,7:51:00,False,True,0.0,M Plant,False,T-Rox,15,Pummel,15,Pummel
rally.,8/21/2025,7:52:00,False,True,0.0,M Cold,False,Bowgart,15,Spunge,15,Spunge
rally.,8/21/2025,7:53:00,False,True,0.0,M Air,False,T-Rox,15,Scups,15,T-Rox
rally.,8/21/2025,21:52:00,True,False,0.0,Plant,False,T-Rox,15,Pummel,15,Pummel
rally.,8/21/2025,21:52:00,True,False,0.0,Plant,False,T-Rox,15,Pummel,15,Pummel
rally.,8/21/2025,21:54:00,True,False,0.0,Cold,False,Bowgart,15,Spunge,15,Spunge
rally.,8/21/2025,21:54:00,True,False,0.0,Cold,False,Bowgart,15,Spunge,15,Bowgart
rally.,8/21/2025,21:54:00,True,False,0.0,Air,False,T-Rox,15,Scups,15,T-Rox
rally.,8/21/2025,21:56:00,True,False,0.0,Water,False,Scups,15,Pummel,15,Scups
rally.,8/21/2025,21:56:00,True,False,0.0,Water,False,Scups,15,Pummel,15,Anglow
rally.,8/21/2025,21:56:00,True,False,0.0,Earth,False,Thumpies,15,PomPom,15,PomPom
rally.,8/21/2025,21:56:00,True,False,0.0,Earth,False,Thumpies,15,PomPom,15,PomPom
rally.,8/21/2025,21:57:00,True,False,0.0,Haven,False,Reedling,15,Barrb,15,Reedling
rally.,8/21/2025,21:57:00,True,False,0.0,Haven,False,Reedling,15,Barrb,15,Barrb
rally.,8/21/2025,21:59:00,True,False,0.0,M Plant,False,T-Rox,15,Pummel,15,T-Rox
rally.,8/21/2025,21:59:00,True,False,0.0,M Cold,False,Bowgart,15,Spunge,15,Spunge
rally.,8/21/2025,22:00:00,True,False,0.0,M Air,False,T-Rox,15,Scups,15,T-Rox
rally.,8/21/2025,22:00:00,True,False,0.0,M Water,False,Scups,15,Pummel,15,Scups
rally.,8/21/2025,22:01:00,True,False,0.0,M Earth,False,Thumpies,15,PomPom,15,Thumpies
rally.,8/22/2025,21:20:00,True,False,0.0,Plant,False,T-Rox,15,Pummel,15,T-Rox
rally.,8/22/2025,21:20:00,True,False,0.0,Plant,False,T-Rox,15,Pummel,15,T-Rox
rally.,8/22/2025,21:22:00,True,False,0.0,Cold,False,Bowgart,15,Spunge,15,Bowgart
rally.,8/22/2025,21:22:00,True,False,0.0,Cold,False,Bowgart,15,Spunge,15,Spunge
rally.,8/22/2025,21:23:00,True,False,0.0,Air,False,T-Rox,15,Scups,15,Scups
rally.,8/22/2025,21:23:00,True,False,0.0,Air,False,T-Rox,15,Scups,15,T-Rox
rally.,8/22/2025,21:24:00,True,False,0.0,Water,False,Scups,15,Pummel,15,Pummel
rally.,8/22/2025,21:26:00,True,False,0.0,Earth,False,Thumpies,15,PomPom,15,PomPom
rally.,8/22/2025,21:26:00,True,False,0.0,Earth,False,Thumpies,15,PomPom,15,Thumpies
rally.,8/22/2025,21:27:00,True,False,0.0,Haven,False,Reedling,15,Barrb,15,Reedling
rally.,8/22/2025,21:27:00,True,False,0.0,Haven,False,Reedling,15,Barrb,15,Reedling
rally.,8/22/2025,21:28:00,True,False,0.0,Oasis,False,Congle,15,Woolabee,15,Congle
rally.,8/22/2025,21:28:00,True,False,0.0,Oasis,False,Congle,15,Woolabee,15,Congle
rally.,8/22/2025,21:30:00,True,False,0.0,M Plant,False,T-Rox,15,Pummel,15,Pummel
rally.,8/22/2025,21:31:00,True,False,0.0,M Cold,False,Bowgart,15,Spunge,15,Bowgart
rally.,8/22/2025,21:31:00,True,False,0.0,M Air,False,T-Rox,15,Scups,15,T-Rox
rally.,8/22/2025,21:32:00,True,False,0.0,M Water,False,Scups,15,Pummel,15,Scups
rally.,8/22/2025,21:32:00,True,False,0.0,M Earth,False,Thumpies,15,PomPom,15,Thumpies
rally.,8/23/2025,6:36:00,False,True,0.0,Plant,False,T-Rox,15,Pummel,15,T-Rox
rally.,8/23/2025,6:36:00,False,True,0.0,Plant,False,T-Rox,15,Pummel,15,T-Rox
rally.,8/23/2025,6:38:00,False,True,0.0,Cold,False,Bowgart,15,Spunge,15,Strombonin
rally.,8/23/2025,6:38:00,False,True,0.0,Cold,False,Bowgart,15,Spunge,15,Spunge
rally.,8/23/2025,6:41:00,False,True,0.0,Air,False,T-Rox,15,Scups,15,Scups
rally.,8/23/2025,6:41:00,False,True,0.0,Air,False,T-Rox,15,Scups,15,T-Rox
rally.,8/23/2025,6:42:00,False,True,0.0,Water,False,Scups,15,Pummel,15,Scups
rally.,8/23/2025,6:42:00,False,True,0.0,Water,False,Scups,15,Pummel,15,Pummel
rally.,8/23/2025,6:43:00,False,True,0.0,Earth,False,Thumpies,15,PomPom,15,Thumpies
rally.,8/23/2025,6:43:00,False,True,0.0,Earth,False,Thumpies,15,PomPom,15,Thumpies
rally.,8/23/2025,6:44:00,False,True,0.0,Haven,False,Reedling,15,Barrb,15,Barrb
rally.,8/23/2025,6:44:00,False,True,0.0,Haven,False,Reedling,15,Barrb,15,Barrb
rally.,8/23/2025,6:45:00,False,True,0.0,Oasis,False,Congle,15,Woolabee,15,Cherubble
rally.,8/23/2025,6:45:00,False,True,0.0,Oasis,False,Congle,15,Woolabee,15,Woolabee
rally.,8/23/2025,6:49:00,False,True,0.0,M Plant,False,T-Rox,15,Pummel,15,Pummel
rally.,8/23/2025,6:50:00,False,True,0.0,M Cold,False,Bowgart,15,Spunge,15,Strombonin
rally.,8/23/2025,6:50:00,False,True,0.0,M Air,False,T-Rox,15,Scups,15,T-Rox
rally.,8/23/2025,6:51:00,False,True,0.0,M Water,False,Scups,15,Pummel,15,Scups
rally.,8/23/2025,6:52:00,False,True,0.0,M Earth,False,Thumpies,15,PomPom,15,PomPom
rally.,8/24/2025,11:22:00,False,True,0.0,Plant,False,T-Rox,15,Pummel,15,T-Rox
rally.,8/24/2025,11:22:00,False,True,0.0,Plant,False,T-Rox,15,Pummel,15,T-Rox
rally.,8/24/2025,11:23:00,False,True,0.0,Cold,False,Bowgart,15,Spunge,15,Bowgart
rally.,8/24/2025,11:23:00,False,True,0.0,Cold,False,Bowgart,15,Spunge,15,Bowgart
rally.,8/24/2025,11:24:00,False,True,0.0,Air,False,T-Rox,15,Scups,15,Scups
rally.,8/24/2025,11:24:00,False,True,0.0,Air,False,T-Rox,15,Scups,15,Scups
rally.,8/24/2025,11:25:00,False,True,0.0,Water,False,Scups,15,Pummel,15,Scups
rally.,8/24/2025,11:25:00,False,True,0.0,Water,False,Scups,15,Pummel,15,Pummel
rally.,8/24/2025,11:26:00,False,True,0.0,Earth,False,Thumpies,15,PomPom,15,Thumpies
rally.,8/24/2025,11:26:00,False,True,0.0,Earth,False,Thumpies,15,PomPom,15,PomPom
rally.,8/24/2025,11:26:00,False,True,0.0,Haven,False,Reedling,15,Barrb,15,Reedling
rally.,8/24/2025,11:26:00,False,True,0.0,Haven,False,Reedling,15,Barrb,15,Reedling
rally.,8/24/2025,11:27:00,False,True,0.0,Oasis,False,Congle,15,Woolabee,15,Woolabee
rally.,8/24/2025,11:27:00,False,True,0.0,Oasis,False,Congle,15,Woolabee,15,Cherubble
rally.,8/24/2025,11:28:00,False,True,0.0,M Plant,False,T-Rox,15,Pummel,15,T-Rox
rally.,8/24/2025,11:28:00,False,True,0.0,M Cold,False,Bowgart,15,Spunge,15,Spunge
rally.,8/24/2025,11:29:00,False,True,0.0,M Air,False,T-Rox,15,Scups,15,T-Rox
rally.,8/24/2025,11:30:00,False,True,0.0,M Water,False,Scups,15,Pummel,15,Pummel
rally.,8/24/2025,11:31:00,False,True,0.0,M Earth,False,Thumpies,15,PomPom,15,Thumpies
rally.,8/24/2025,21:49:00,True,False,0.0,Plant,False,T-Rox,15,Pummel,15,T-Rox
rally.,8/24/2025,21:49:00,True,False,0.0,Plant,False,T-Rox,15,Pummel,15,Pummel
rally.,8/24/2025,21:50:00,True,False,0.0,Cold,False,Bowgart,15,Spunge,15,Spunge
rally.,8/24/2025,21:50:00,True,False,0.0,Cold,False,Bowgart,15,Spunge,15,Spunge
rally.,8/24/2025,21:51:00,True,False,0.0,Air,False,T-Rox,15,Scups,15,T-Rox
rally.,8/24/2025,21:51:00,True,False,0.0,Air,False,T-Rox,15,Scups,15,T-Rox
rally.,8/24/2025,21:52:00,True,False,0.0,Water,False,Scups,15,Pummel,15,Scups
rally.,8/24/2025,21:52:00,True,False,0.0,Water,False,Scups,15,Pummel,15,Pummel
rally.,8/24/2025,21:53:00,True,False,0.0,Earth,False,Thumpies,15,PomPom,15,Hyehehe
rally.,8/24/2025,21:53:00,True,False,0.0,Earth,False,Thumpies,15,PomPom,15,Thumpies
rally.,8/24/2025,21:53:00,True,False,0.0,Haven,False,Reedling,15,Barrb,15,Barrb
rally.,8/24/2025,21:53:00,True,False,0.0,Haven,False,Reedling,15,Barrb,15,Reedling
rally.,8/24/2025,21:54:00,True,False,0.0,M Plant,False,T-Rox,15,Pummel,15,G'joob
rally.,8/24/2025,21:54:00,True,False,0.0,M Cold,False,Bowgart,15,Spunge,15,Bowgart
rally.,8/24/2025,21:55:00,True,False,0.0,M Air,False,T-Rox,15,Scups,15,Scups
rally.,8/24/2025,21:55:00,True,False,0.0,M Water,False,Scups,15,Pummel,15,Scups
rally.,8/24/2025,21:56:00,True,False,0.0,M Earth,False,Thumpies,15,PomPom,15,Thumpies
rally.,8/25/2025,10:29:00,False,True,0.0,Plant,False,T-Rox,15,Pummel,15,T-Rox
rally.,8/25/2025,10:29:00,False,True,0.0,Plant,False,T-Rox,15,Pummel,15,T-Rox
rally.,8/25/2025,10:30:00,False,True,0.0,Cold,False,Bowgart,15,Spunge,15,Spunge
rally.,8/25/2025,10:30:00,False,True,0.0,Cold,False,Bowgart,15,Spunge,15,Bowgart
rally.,8/25/2025,10:30:00,False,True,0.0,Air,False,T-Rox,15,Scups,15,T-Rox
rally.,8/25/2025,10:30:00,False,True,0.0,Air,False,T-Rox,15,Scups,15,Scups
rally.,8/25/2025,10:31:00,False,True,0.0,Water,False,Scups,15,Pummel,15,Scups
rally.,8/25/2025,10:31:00,False,True,0.0,Water,False,Scups,15,Pummel,15,Scups
rally.,8/25/2025,10:31:00,False,True,0.0,Earth,False,Thumpies,15,PomPom,15,Thumpies
rally.,8/25/2025,10:32:00,False,True,0.0,Haven,False,Reedling,15,Barrb,15,Reedling
rally.,8/25/2025,10:32:00,False,True,0.0,Oasis,False,Congle,15,Woolabee,15,Congle
rally.,8/25/2025,10:32:00,False,True,0.0,Oasis,False,Congle,15,Woolabee,15,Congle
rally.,8/25/2025,10:33:00,False,True,0.0,M Cold,False,Bowgart,15,Spunge,15,Spunge
rally.,8/25/2025,10:34:00,False,True,0.0,M AIr,False,T-Rox,15,Scups,15,T-Rox
rally.,8/25/2025,10:34:00,False,True,0.0,M Water,False,Scups,15,Pummel,15,Pummel
rally.,8/25/2025,10:34:00,False,True,0.0,M Earth,False,Thumpies,15,PomPom,15,PomPom
rally.,8/25/2025,20:45:00,True,False,0.0,Plant,False,T-Rox,15,Pummel,15,Pummel
rally.,8/25/2025,20:45:00,True,False,0.0,Plant,False,T-Rox,15,Pummel,15,T-Rox
rally.,8/25/2025,20:46:00,True,False,0.0,Cold,False,Bowgart,15,Spunge,15,Spunge
rally.,8/25/2025,20:46:00,True,False,0.0,Cold,False,Bowgart,15,Spunge,15,Bowgart
rally.,8/25/2025,20:48:00,True,False,0.0,Air,False,T-Rox,15,Scups,15,T-Rox
