Source?,Date (MSM time) (MM/DD/YYYY),"Day? (Local, 6am-8pm)","Night? (Local, 6am-8pm)",Torches Lit,Island,Titan skin?,Parent 1 Species,Parent 1 Level,Parent 2 Species,Parent 2 Level,Result Monster
Player1,8/18/2025,False,False,10,Cold,False,Rare Mammott,15,Rare Thumpies,20,Thumpies
Player1,8/18/2025,False,False,10,Earth,True,Quarrister,20,Rare Quarrister,20,Quarrister
Player1,8/18/2025,False,False,10,Haven,False,Barrb,15,Tring,19,Barrb
Player1,8/18/2025,False,False,10,Psychic,False,Gloptic,20,Rare Bonkers,20,Bonkers
Player1,8/18/2025,False,False,10,Bone,False,Rare Noggin,20,Rare Toe Jammer,20,Fwog
Player1,8/18/2025,False,False,10,M Cold,False,Rare Thumpies,20,Mammott,20,Mammott
Player1,8/18/2025,False,False,10,M Water,False,Rare Scups,20,Rare Noggin,20,Scups
Player1,8/18/2025,False,False,10,M Earth,False,Quarrister,20,Rare Quarrister,20,Quarrister
Player1,8/18/2025,False,False,10,M Psychic,False,Gloptic,20,Rare Bonkers,20,Bonkers
Player1,8/18/2025,False,False,10,M Bone,False,Noggin,20,Toe Jammer,20,Fwog
Player1,8/18/2025,False,False,10,M Cold,False,Rare Thumpies,20,Mammott,20,Mammott
Player1,8/18/2025,False,False,10,M Cold,False,Rare Thumpies,20,Mammott,20,Mammott
Player1,8/18/2025,False,False,10,M Cold,False,Rare Thumpies,20,Mammott,20,Mammott
Player1,8/18/2025,False,False,10,M Cold,False,Rare Thumpies,20,Mammott,20,Thumpies
Player1,8/18/2025,False,False,10,M Air,False,Rare Noggin,20,Rare Scups,20,Scups
Player1,8/18/2025,False,False,10,Psychic,False,Gloptic,20,Rare Gloptic,19,Gloptic
Player1,8/18/2025,False,False,10,Bone,False,Rare Noggin,20,Rare Toe Jammer,20,Fwog
Player1,8/18/2025,False,False,10,M Plant,False,Entbrat,19,Rare Entbrat,20,Entbrat
Player1,8/18/2025,True,True,10,M Psychic,False,Gloptic,19,Rare Rootitoot,20,Hairionette
Player1,8/18/2025,False,False,10,M Bone,False,Noggin,20,Toe Jammer,20,Fwog
Player1,8/18/2025,False,False,10,M Water,False,Rare Toe Jammer,20,Rare Noggin,20,Fwog
Player1,8/18/2025,False,False,10,Cold,False,Rare Mammott,15,Rare Thumpies,20,Thumpies
Player1,8/18/2025,False,False,10,Air,True,Rare Noggin,20,Rare Toe Jammer,20,Fwog
Player1,8/18/2025,False,False,10,Water,False,Rare Noggin,20,Rare Toe Jammer,20,Fwog
Player1,8/18/2025,False,False,10,Water,False,Rare Noggin,20,Rare Toe Jammer,20,Fwog
Player1,8/18/2025,False,False,10,Air,True,Rare Noggin,20,Rare Toe Jammer,20,Fwog
Player1,8/18/2025,False,False,10,Bone,False,Rare Noggin,20,Rare Toe Jammer,20,Fwog
Player1,8/18/2025,False,False,10,M Cold,False,Rare Thumpies,20,Mammott,20,Mammott
Player1,8/18/2025,False,False,10,M Air,False,Rare Toe Jammer,20,Rare Noggin,20,Fwog
Player1,8/18/2025,False,False,10,M Water,False,Rare Toe Jammer,20,Rare Noggin,20,Fwog
Player1,8/18/2025,False,False,10,M Cold,False,Rare Thumpies,20,Mammott,20,Mammott
Player1,8/18/2025,False,True,10,M Bone,False,Plinkajou,20,Rare Withur,20,Withur
Player1,8/18/2025,False,False,10,M Cold,False,Rare Thumpies,20,Mammott,20,Mammott
Player1,8/18/2025,False,False,10,M Cold,False,Thumpies,4,Rare Thumpies,20,Thumpies
Player1,8/19/2025,False,False,10,Plant,True,Entbrat,20,Rare Entbrat,20,Entbrat
Player1,8/19/2025,False,False,10,Earth,True,Quarrister,20,Rare Quarrister,20,Quarrister
Player1,8/19/2025,True,False,10,Bone,False,Plinkajou,20,Rare Uuduk,20,Arcorina
Player1,8/19/2025,False,False,10,Air,True,Riff,19,Rare Riff,19,Riff
Player1,8/19/2025,False,False,10,Water,False,Rare Scups,20,Rare Noggin,20,Noggin
Player1,8/19/2025,False,False,10,Water,False,Rare Scups,20,Rare Noggin,20,Noggin
Player1,8/19/2025,False,False,10,Water,False,Rare Scups,20,Rare Noggin,20,Noggin
Player1,8/19/2025,False,False,10,Water,False,Rare Scups,20,Rare Noggin,20,Scups
Player1,8/19/2025,False,False,10,Haven,False,Rare Reedling,20,Rare Noggin,20,Noggin
Player1,8/19/2025,False,False,10,Haven,False,Rare Reedling,20,Rare Noggin,20,Noggin
Player1,8/19/2025,False,False,10,Haven,False,Rare Reedling,20,Rare Noggin,20,Reedling
Player1,8/19/2025,False,False,10,M Air,False,Riff,19,Rare Riff,19,Riff
Player1,8/19/2025,False,False,10,M Water,False,Rare Scups,20,Rare Noggin,20,Scups
Player1,8/19/2025,False,False,10,M Earth,False,PomPom,20,Rare PomPom,20,PomPom
Player1,8/19/2025,False,False,10,Water,False,Rare Scups,20,Rare Noggin,20,Noggin
Player1,8/19/2025,False,False,10,Water,False,Rare Scups,20,Rare Noggin,20,Noggin
Player1,8/19/2025,False,False,10,Water,False,Rare Scups,20,Rare Noggin,20,Scups
Player1,8/19/2025,False,False,10,Haven,False,Rare Reedling,20,Rare Noggin,20,Reedling
Player1,8/19/2025,False,False,10,Psychic,False,Gloptic,20,Rare Poppette,20,Poppette
Player1,8/19/2025,False,False,10,M Water,False,Rare Scups,20,Rare Noggin,20,Scups
Player1,8/19/2025,False,False,10,M Earth,False,PomPom,20,Rare PomPom,20,PomPom
Player1,8/19/2025,False,True,10,M Psychic,False,Gloptic,20,Rare Rootitoot,20,Rootitoot
Player1,8/19/2025,False,True,10,M Bone,False,Plinkajou,20,Rare Withur,20,Withur
Player1,8/20/2025,False,False,10,Air,True,Riff,19,Rare Riff,19,Riff
Player1,8/20/2025,False,False,10,Water,False,Rare Reedling,20,Rare Noggin,20,Reedling
Player1,8/20/2025,False,False,10,Earth,True,Rare PomPom,20,Rare Noggin,20,Noggin
Player1,8/20/2025,False,False,10,Earth,True,Rare PomPom,20,Rare Noggin,20,Noggin
Player1,8/20/2025,False,False,10,Earth,True,Rare PomPom,20,Rare Noggin,20,PomPom
Player1,8/20/2025,False,False,10,Haven,False,Rare Reedling,20,Rare Noggin,20,Reedling
Player1,8/20/2025,False,False,10,Psychic,False,Gloptic,20,Rare Poppette,20,Poppette
Player1,8/20/2025,False,False,10,M Air,False,Riff,19,Rare Riff,19,Riff
Player1,8/20/2025,False,False,10,M Water,False,Rare Noggin,20,Rare Reedling,20,Noggin
Player1,8/20/2025,False,False,10,M Water,False,Rare Noggin,20,Rare Reedling,20,Reedling
Player1,8/20/2025,False,False,10,M Earth,False,PomPom,20,Rare PomPom,20,PomPom
Player2,8/18/2025,True,False,10,Faerie,False,Rare Pladdie,20,Rare Bridg-it,20,Bridg-it
Player2,8/19/2025,True,False,10,M Psychic,False,Gloptic,16,Oaktopus,16,Oaktopus
Player2,8/19/2025,True,False,10,M Psychic,False,Gloptic,16,Oaktopus,16,Gloptic
Player2,8/19/2025,True,False,10,Faerie,False,Rare Pladdie,20,Rare Bridg-it,20,Bridg-it
Player2,8/19/2025,True,False,10,Faerie,False,Rare Pladdie,20,Rare Bridg-it,20,Bridg-it
Player2,8/19/2025,False,True,10,M Psychic,False,Gloptic,16,Oaktopus,16,Gloptic
Player2,8/19/2025,True,False,10,Faerie,False,Rare Pladdie,20,Rare Bridg-it,20,Bridg-it
Player2,8/19/2025,True,False,10,Faerie,False,Rare Pladdie,20,Rare Bridg-it,20,Bridg-it
Player2,8/20/2025,False,False,10,M Psychic,False,Gloptic,16,Oaktopus,16,Gloptic
Player2,8/20/2025,True,False,10,Faerie,False,Rare Pladdie,20,Rare Bridg-it,20,Bridg-it
Player2,8/20/2025,True,False,10,Faerie,False,Rare Pladdie,20,Rare Bridg-it,20,Bridg-it
Player2,8/20/2025,False,False,10,M Psychic,False,Gloptic,16,Oaktopus,16,Gloptic
Player2,8/21/2025,True,False,10,M Psychic,False,Gloptic,16,Oaktopus,16,Oaktopus
Player2,8/21/2025,False,False,10,M Psychic,False,Gloptic,16,Oaktopus,16,Gloptic
Player2,8/20/2025,True,False,10,Faerie,False,Rare Pladdie,20,Rare Bridg-it,20,Bridg-it
Player2,8/20/2025,True,False,10,Faerie,False,Rare Pladdie,20,Rare Bridg-it,20,Bridg-it
Player2,8/21/2025,True,False,10,M Psychic,False,Gloptic,16,Oaktopus,16,Gloptic
Player2,8/21/2025,True,False,10,Faerie,False,Rare Pladdie,20,Rare Bridg-it,20,Bridg-it
Player2,8/21/2025,True,False,10,Faerie,False,Rare Pladdie,20,Rare Bridg-it,20,Bridg-it
Player2,8/22/2025,True,False,10,Faerie,False,Rare Pladdie,20,Rare Bridg-it,20,Bridg-it
Player2,8/22/2025,True,False,10,Faerie,False,Rare Pladdie,20,Rare Bridg-it,20,Bridg-it
Player2,8/22/2025,True,False,10,M Psychic,False,Gloptic,16,Oaktopus,16,Oaktopus
Player2,8/22/2025,True,False,10,M Psychic,False,Gloptic,16,Oaktopus,16,Gloptic
Player2,8/23/2025,True,False,10,M Psychic,False,Gloptic,16,Oaktopus,16,Oaktopus
Player2,8/23/2025,True,False,10,M Psychic,False,Gloptic,16,Oaktopus,16,Gloptic
Player2,8/23/2025,True,False,10,Faerie,False,Rare Pladdie,20,Rare Bridg-it,20,Bridg-it
Player2,8/23/2025,True,False,10,Faerie,False,Rare Pladdie,20,Rare Bridg-it,20,Owlesque
Player2,8/24/2025,True,False,10,M Psychic,False,Gloptic,16,Oaktopus,16,Oaktopus
Player2,8/24/2025,True,False,10,M Psychic,False,Gloptic,16,Oaktopus,16,Oaktopus
Player2,8/24/2025,True,False,10,M Psychic,False,Gloptic,16,Oaktopus,16,Oaktopus
Player2,8/25/2025,True,False,10,M Psychic,False,Gloptic,16,Oaktopus,16,Gloptic
Player2,8/25/2025,True,False,10,M Psychic,False,Gloptic,16,Oaktopus,16,Gloptic
Player2,8/26/2025,True,False,10,M Psychic,False,Gloptic,16,Oaktopus,16,Gloptic
Player2,8/26/2025,True,False,10,M Psychic,False,Gloptic,16,Oaktopus,16,Oaktopus
Player2,8/26/2025,True,False,10,M Psychic,False,Gloptic,16,Oaktopus,16,Gloptic
Player2,8/27/2025,False,False,10,M Psychic,False,Gloptic,16,Oaktopus,16,Rare Oaktopus
Player2,8/27/2025,False,False,10,M Psychic,False,Gloptic,16,Oaktopus,16,Gloptic
Player2,8/28/2025,False,False,10,M Psychic,False,Gloptic,16,Rare Oaktopus,16,Gloptic
Player2,8/29/2025,False,False,10,M Psychic,False,Gloptic,16,Rare Oaktopus,16,Gloptic
Player2,8/29/2025,False,False,10,M Psychic,False,Gloptic,16,Rare Oaktopus,16,Oaktopus
Player2,8/30/2025,False,False,10,M Psychic,False,Gloptic,16,Rare Oaktopus,16,Gloptic
Player2,8/30/2025,False,False,10,M Psychic,False,Gloptic,16,Rare Oaktopus,16,Oaktopus
Player2,8/30/2025,False,False,10,M Psychic,False,Gloptic,16,Rare Oaktopus,16,Gloptic
Player2,9/2/2025,False,False,10,M Psychic,False,Gloptic,16,Rare Oaktopus,16,Gloptic
Player2,9/2/2025,False,False,10,M Psychic,False,Gloptic,16,Rare Oaktopus,16,Oaktopus
Player2,9/3/2025,False,False,10,M Psychic,False,Gloptic,16,Rare Oaktopus,16,Gloptic
Player2,9/4/2025,False,False,10,M Psychic,False,Gloptic,16,Rare Oaktopus,16,Gloptic
Player2,9/5/2025,False,False,10,M Psychic,False,Gloptic,16,Rare Oaktopus,16,Gloptic
Player3,8/20/2025,False,True,0,Plant,False,T-Rox,15,Pummel,15,Pummel
Player3,8/20/2025,False,True,0,Plant,False,T-Rox,15,Pummel,15,G'joob
Player3,8/20/2025,False,True,0,M Plant,False,T-Rox,15,Pummel,15,G'joob
Player3,8/20/2025,False,True,0,Cold,False,Bowgart,15,Spunge,15,Spunge
Player3,8/20/2025,False,True,0,Cold,False,Bowgart,15,Spunge,15,Strombonin
Player3,8/20/2025,False,True,0,M Cold,False,Bowgart,15,Spunge,15,Bowgart
Player3,8/20/2025,False,True,0,Air,False,T-Rox,15,Scups,15,Scups
Player3,8/20/2025,False,True,0,Air,False,T-Rox,15,Scups,15,T-Rox
Player3,8/20/2025,False,True,0,M Air,False,T-Rox,15,Scups,15,Yawstrich
Player3,8/20/2025,False,True,0,Water,False,Scups,15,Pummel,15,Scups
Player3,8/20/2025,False,True,0,Water,False,Scups,15,Pummel,15,Scups
Player3,8/20/2025,False,True,0,M Water,False,Scups,15,Pummel,15,Scups
Player3,8/20/2025,False,True,0,Earth,False,Thumpies,15,PomPom,15,PomPom
Player3,8/20/2025,False,True,0,Earth,False,Thumpies,15,PomPom,15,Thumpies
Player3,8/20/2025,True,False,0,Haven,False,Reedling,15,Barrb,15,Reedling
Player3,8/20/2025,True,False,0,Haven,False,Reedling,15,Barrb,15,Barrb
Player3,8/20/2025,True,False,0,Plant,False,T-Rox,15,Pummel,15,Pummel
Player3,8/20/2025,True,False,0,Plant,False,T-Rox,15,Pummel,15,Pummel
Player3,8/20/2025,True,False,0,M Plant,False,T-Rox,15,Pummel,15,T-Rox
Player3,8/20/2025,True,False,0,Cold,False,Bowgart,15,Spunge,15,Bowgart
Player3,8/20/2025,True,False,0,M Cold,False,Bowgart,15,Spunge,15,Spunge
Player3,8/20/2025,True,False,0,Air,False,T-Rox,15,Scups,15,Scups
Player3,8/20/2025,True,False,0,Air,False,T-Rox,15,Scups,15,Scups
Player3,8/20/2025,True,False,0,Water,False,Scups,15,Pummel,15,Pummel
Player3,8/20/2025,True,False,0,Water,False,Scups,15,Pummel,15,Pummel
Player3,8/20/2025,True,False,0,M Water,False,Scups,15,Pummel,15,Anglow
Player3,8/20/2025,True,False,0,Earth,False,Thumpies,15,PomPom,15,Hyehehe
Player3,8/20/2025,True,False,0,Earth,False,Thumpies,15,PomPom,15,PomPom
Player3,8/21/2025,False,True,0,Plant,False,T-Rox,15,Pummel,15,T-Rox
Player3,8/21/2025,False,True,0,Plant,False,T-Rox,15,Pummel,15,Pummel
Player3,8/21/2025,False,True,0,Cold,False,Bowgart,15,Spunge,15,Spunge
Player3,8/21/2025,False,True,0,Cold,False,Bowgart,15,Spunge,15,Bowgart
Player3,8/21/2025,False,True,0,Air,False,T-Rox,15,Scups,15,Yawstrich
Player3,8/21/2025,False,True,0,Air,False,T-Rox,15,Scups,15,Scups
Player3,8/21/2025,False,True,0,Water,False,Scups,15,Pummel,15,Pummel
Player3,8/21/2025,False,True,0,Water,False,Scups,15,Pummel,15,Pummel
Player3,8/21/2025,False,True,0,Earth,False,Thumpies,15,PomPom,15,Thumpies
Player3,8/21/2025,False,True,0,M Plant,False,T-Rox,15,Pummel,15,Pummel
Player3,8/21/2025,False,True,0,M Cold,False,Bowgart,15,Spunge,15,Spunge
Player3,8/21/2025,False,True,0,M Air,False,T-Rox,15,Scups,15,T-Rox
Player3,8/21/2025,True,False,0,Plant,False,T-Rox,15,Pummel,15,Pummel
Player3,8/21/2025,True,False,0,Plant,False,T-Rox,15,Pummel,15,Pummel
Player3,8/21/2025,True,False,0,Cold,False,Bowgart,15,Spunge,15,Spunge
Player3,8/21/2025,True,False,0,Cold,False,Bowgart,15,Spunge,15,Bowgart
Player3,8/21/2025,True,False,0,Air,False,T-Rox,15,Scups,15,T-Rox
Player3,8/21/2025,True,False,0,Water,False,Scups,15,Pummel,15,Scups
Player3,8/21/2025,True,False,0,Water,False,Scups,15,Pummel,15,Anglow
Player3,8/21/2025,True,False,0,Earth,False,Thumpies,15,PomPom,15,PomPom
Player3,8/21/2025,True,False,0,Earth,False,Thumpies,15,PomPom,15,PomPom
Player3,8/21/2025,True,False,0,Haven,False,Reedling,15,Barrb,15,Reedling
Player3,8/21/2025,True,False,0,Haven,False,Reedling,15,Barrb,15,Barrb
Player3,8/21/2025,True,False,0,M Plant,False,T-Rox,15,Pummel,15,T-Rox
Player3,8/21/2025,True,False,0,M Cold,False,Bowgart,15,Spunge,15,Spunge
Player3,8/21/2025,True,False,0,M Air,False,T-Rox,15,Scups,15,T-Rox
Player3,8/21/2025,True,False,0,M Water,False,Scups,15,Pummel,15,Scups
Player3,8/21/2025,True,False,0,M Earth,False,Thumpies,15,PomPom,15,Thumpies
Player3,8/22/2025,True,False,0,Plant,False,T-Rox,15,Pummel,15,T-Rox
Player3,8/22/2025,True,False,0,Plant,False,T-Rox,15,Pummel,15,T-Rox
Player3,8/22/2025,True,False,0,Cold,False,Bowgart,15,Spunge,15,Bowgart
Player3,8/22/2025,True,False,0,Cold,False,Bowgart,15,Spunge,15,Spunge
Player3,8/22/2025,True,False,0,Air,False,T-Rox,15,Scups,15,Scups
Player3,8/22/2025,True,False,0,Air,False,T-Rox,15,Scups,15,T-Rox
Player3,8/22/2025,True,False,0,Water,False,Scups,15,Pummel,15,Pummel
Player3,8/22/2025,True,False,0,Earth,False,Thumpies,15,PomPom,15,PomPom
Player3,8/22/2025,True,False,0,Earth,False,Thumpies,15,PomPom,15,Thumpies
Player3,8/22/2025,True,False,0,Haven,False,Reedling,15,Barrb,15,Reedling
Player3,8/22/2025,True,False,0,Haven,False,Reedling,15,Barrb,15,Reedling
Player3,8/22/2025,True,False,0,Oasis,False,Congle,15,Woolabee,15,Congle
Player3,8/22/2025,True,False,0,Oasis,False,Congle,15,Woolabee,15,Congle
Player3,8/22/2025,True,False,0,M Plant,False,T-Rox,15,Pummel,15,Pummel
Player3,8/22/2025,True,False,0,M Cold,False,Bowgart,15,Spunge,15,Bowgart
Player3,8/22/2025,True,False,0,M Air,False,T-Rox,15,Scups,15,T-Rox
Player3,8/22/2025,True,False,0,M Water,False,Scups,15,Pummel,15,Scups
Player3,8/22/2025,True,False,0,M Earth,False,Thumpies,15,PomPom,15,Thumpies
Player3,8/23/2025,False,True,0,Plant,False,T-Rox,15,Pummel,15,T-Rox
Player3,8/23/2025,False,True,0,Plant,False,T-Rox,15,Pummel,15,T-Rox
Player3,8/23/2025,False,True,0,Cold,False,Bowgart,15,Spunge,15,Strombonin
Player3,8/23/2025,False,True,0,Cold,False,Bowgart,15,Spunge,15,Spunge
Player3,8/23/2025,False,True,0,Air,False,T-Rox,15,Scups,15,Scups
Player3,8/23/2025,False,True,0,Air,False,T-Rox,15,Scups,15,T-Rox
Player3,8/23/2025,False,True,0,Water,False,Scups,15,Pummel,15,Scups
Player3,8/23/2025,False,True,0,Water,False,Scups,15,Pummel,15,Pummel
Player3,8/23/2025,False,True,0,Earth,False,Thumpies,15,PomPom,15,Thumpies
Player3,8/23/2025,False,True,0,Earth,False,Thumpies,15,PomPom,15,Thumpies
Player3,8/23/2025,False,True,0,Haven,False,Reedling,15,Barrb,15,Barrb
Player3,8/23/2025,False,True,0,Haven,False,Reedling,15,Barrb,15,Barrb
Player3,8/23/2025,False,True,0,Oasis,False,Congle,15,Woolabee,15,Cherubble
Player3,8/23/2025,False,True,0,Oasis,False,Congle,15,Woolabee,15,Woolabee
Player3,8/23/2025,False,True,0,M Plant,False,T-Rox,15,Pummel,15,Pummel
Player3,8/23/2025,False,True,0,M Cold,False,Bowgart,15,Spunge,15,Strombonin
Player3,8/23/2025,False,True,0,M Air,False,T-Rox,15,Scups,15,T-Rox
Player3,8/23/2025,False,True,0,M Water,False,Scups,15,Pummel,15,Scups
Player3,8/23/2025,False,True,0,M Earth,False,Thumpies,15,PomPom,15,PomPom
Player3,8/24/2025,False,True,0,Plant,False,T-Rox,15,Pummel,15,T-Rox
Player3,8/24/2025,False,True,0,Plant,False,T-Rox,15,Pummel,15,T-Rox
Player3,8/24/2025,False,True,0,Cold,False,Bowgart,15,Spunge,15,Bowgart
Player3,8/24/2025,False,True,0,Cold,False,Bowgart,15,Spunge,15,Bowgart
Player3,8/24/2025,False,True,0,Air,False,T-Rox,15,Scups,15,Scups
Player3,8/24/2025,False,True,0,Air,False,T-Rox,15,Scups,15,Scups
Player3,8/24/2025,False,True,0,Water,False,Scups,15,Pummel,15,Scups
Player3,8/24/2025,False,True,0,Water,False,Scups,15,Pummel,15,Pummel
Player3,8/24/2025,False,True,0,Earth,False,Thumpies,15,PomPom,15,Thumpies
Player3,8/24/2025,False,True,0,Earth,False,Thumpies,15,PomPom,15,PomPom
Player3,8/24/2025,False,True,0,Haven,False,Reedling,15,Barrb,15,Reedling
Player3,8/24/2025,False,True,0,Haven,False,Reedling,15,Barrb,15,Reedling
Player3,8/24/2025,False,True,0,Oasis,False,Congle,15,Woolabee,15,Woolabee
Player3,8/24/2025,False,True,0,Oasis,False,Congle,15,Woolabee,15,Cherubble
Player3,8/24/2025,False,True,0,M Plant,False,T-Rox,15,Pummel,15,T-Rox
Player3,8/24/2025,False,True,0,M Cold,False,Bowgart,15,Spunge,15,Spunge
Player3,8/24/2025,False,True,0,M Air,False,T-Rox,15,Scups,15,T-Rox
Player3,8/24/2025,False,True,0,M Water,False,Scups,15,Pummel,15,Pummel
Player3,8/24/2025,False,True,0,M Earth,False,Thumpies,15,PomPom,15,Thumpies
Player3,8/24/2025,True,False,0,Plant,False,T-Rox,15,Pummel,15,T-Rox
Player3,8/24/2025,True,False,0,Plant,False,T-Rox,15,Pummel,15,Pummel
Player3,8/24/2025,True,False,0,Cold,False,Bowgart,15,Spunge,15,Spunge
Player3,8/24/2025,True,False,0,Cold,False,Bowgart,15,Spunge,15,Spunge
Player3,8/24/2025,True,False,0,Air,False,T-Rox,15,Scups,15,T-Rox
Player3,8/24/2025,True,False,0,Air,False,T-Rox,15,Scups,15,T-Rox
Player3,8/24/2025,True,False,0,Water,False,Scups,15,Pummel,15,Scups
Player3,8/24/2025,True,False,0,Water,False,Scups,15,Pummel,15,Pummel
Player3,8/24/2025,True,False,0,Earth,False,Thumpies,15,PomPom,15,Hyehehe
Player3,8/24/2025,True,False,0,Earth,False,Thumpies,15,PomPom,15,Thumpies
Player3,8/24/2025,True,False,0,Haven,False,Reedling,15,Barrb,15,Barrb
Player3,8/24/2025,True,False,0,Haven,False,Reedling,15,Barrb,15,Reedling
Player3,8/24/2025,True,False,0,M Plant,False,T-Rox,15,Pummel,15,G'joob
Player3,8/24/2025,True,False,0,M Cold,False,Bowgart,15,Spunge,15,Bowgart
Player3,8/24/2025,True,False,0,M Air,False,T-Rox,15,Scups,15,Scups
Player3,8/24/2025,True,False,0,M Water,False,Scups,15,Pummel,15,Scups
Player3,8/24/2025,True,False,0,M Earth,False,Thumpies,15,PomPom,15,Thumpies
Player3,8/25/2025,False,True,0,Plant,False,T-Rox,15,Pummel,15,T-Rox
Player3,8/25/2025,False,True,0,Plant,False,T-Rox,15,Pummel,15,T-Rox
Player3,8/25/2025,False,True,0,Cold,False,Bowgart,15,Spunge,15,Spunge
Player3,8/25/2025,False,True,0,Cold,False,Bowgart,15,Spunge,15,Bowgart
Player3,8/25/2025,False,True,0,Air,False,T-Rox,15,Scups,15,T-Rox
Player3,8/25/2025,False,True,0,Air,False,T-Rox,15,Scups,15,Scups
Player3,8/25/2025,False,True,0,Water,False,Scups,15,Pummel,15,Scups
Player3,8/25/2025,False,True,0,Water,False,Scups,15,Pummel,15,Scups
Player3,8/25/2025,False,True,0,Earth,False,Thumpies,15,PomPom,15,Thumpies
Player3,8/25/2025,False,True,0,Haven,False,Reedling,15,Barrb,15,Reedling
Player3,8/25/2025,False,True,0,Oasis,False,Congle,15,Woolabee,15,Congle
Player3,8/25/2025,False,True,0,Oasis,False,Congle,15,Woolabee,15,Congle
Player3,8/25/2025,False,True,0,M Cold,False,Bowgart,15,Spunge,15,Spunge
Player3,8/25/2025,False,True,0,M Air,False,T-Rox,15,Scups,15,T-Rox
Player3,8/25/2025,False,True,0,M Water,False,Scups,15,Pummel,15,Pummel
Player3,8/25/2025,False,True,0,M Earth,False,Thumpies,15,PomPom,15,PomPom
Player3,8/25/2025,True,False,0,Plant,False,T-Rox,15,Pummel,15,Pummel
Player3,8/25/2025,True,False,0,Plant,False,T-Rox,15,Pummel,15,T-Rox
Player3,8/25/2025,True,False,0,Cold,False,Bowgart,15,Spunge,15,Spunge
Player3,8/25/2025,True,False,0,Cold,False,Bowgart,15,Spunge,15,Bowgart
Player3,8/25/2025,True,False,0,Air,False,T-Rox,15,Scups,15,T-Rox
Player3,8/25/2025,True,False,0,Air,False,T-Rox,15,Scups,15,Scups
Player3,8/25/2025,True,False,0,Water,False,Scups,15,Pummel,15,Pummel
Player3,8/25/2025,True,False,0,Water,False,Scups,15,Pummel,15,Pummel
Player3,8/25/2025,True,False,0,Earth,False,Thumpies,15,PomPom,15,Thumpies
Player3,8/25/2025,True,False,0,Earth,False,Thumpies,15,PomPom,15,PomPom
Player3,8/25/2025,True,False,0,Haven,False,Reedling,15,Barrb,15,Reedling
Player3,8/25/2025,True,False,0,Haven,False,Reedling,15,Barrb,15,Reedling
Player3,8/25/2025,True,False,0,Oasis,False,Congle,15,Woolabee,15,Cherubble
Player3,8/25/2025,True,False,0,Oasis,False,Congle,15,Woolabee,15,Congle
Player3,8/25/2025,True,False,0,M Plant,False,T-Rox,15,Pummel,15,T-Rox
Player3,8/25/2025,True,False,0,M Cold,False,Bowgart,15,Spunge,15,Bowgart
Player3,8/25/2025,True,False,0,M Air,False,T-Rox,15,Scups,15,T-Rox
Player3,8/25/2025,True,False,0,M Water,False,Scups,15,Pummel,15,Scups
Player3,8/25/2025,True,False,0,M Earth,False,Thumpies,15,PomPom,15,PomPom
Player3,8/27/2025,True,False,0,Plant,False,T-Rox,15,Pummel,15,T-Rox
Player3,8/27/2025,True,False,0,Plant,False,T-Rox,15,Pummel,15,T-Rox
Player3,8/27/2025,True,False,0,Cold,False,Bowgart,15,Spunge,15,Bowgart
Player3,8/27/2025,True,False,0,Cold,False,Bowgart,15,Spunge,15,Spunge
Player3,8/27/2025,True,False,0,Air,False,T-Rox,15,Scups,15,Rare T-Rox
Player3,8/27/2025,True,False,0,Air,False,T-Rox,15,Scups,15,Rare Toe Jammer
Player3,8/27/2025,True,False,0,Water,False,Scups,15,Pummel,15,Anglow
Player3,8/27/2025,True,False,0,Water,False,Scups,15,Pummel,15,Rare Pummel
Player3,8/27/2025,True,False,0,Earth,False,Thumpies,15,PomPom,15,PomPom
Player3,8/27/2025,True,False,0,Earth,False,Thumpies,15,PomPom,15,PomPom
Player3,8/27/2025,True,False,0,Haven,False,Reedling,15,Barrb,15,Reedling
Player3,8/27/2025,True,False,0,Haven,False,Reedling,15,Barrb,15,Reedling
Player3,8/27/2025,True,False,0,Oasis,False,Congle,15,Woolabee,15,Congle
Player3,8/27/2025,True,False,0,Oasis,False,Congle,15,Woolabee,15,Cherubble
Player3,8/27/2025,True,False,0,M Plant,False,T-Rox,15,Pummel,15,Pummel
Player3,8/27/2025,True,False,0,M Cold,False,Bowgart,15,Spunge,15,Spunge
Player3,8/27/2025,True,False,0,M Air,False,T-Rox,15,Scups,15,Rare Noggin
Player3,8/27/2025,True,False,0,M Water,False,Scups,15,Pummel,15,Scups
Player3,8/27/2025,True,False,0,M Earth,False,Thumpies,15,PomPom,15,Thumpies
Player3,8/27/2025,True,False,0,Plant,False,T-Rox,15,Pummel,15,T-Rox
Player3,8/27/2025,True,False,0,Plant,False,T-Rox,15,Pummel,15,G'joob
Player3,8/27/2025,True,False,0,Cold,False,Bowgart,15,Spunge,15,Spunge
Player3,8/27/2025,True,False,0,Cold,False,Bowgart,15,Spunge,15,Rare Bowgart
Player3,8/27/2025,True,False,0,Air,False,T-Rox,15,Scups,15,T-Rox
Player3,8/27/2025,True,False,0,Water,False,Scups,15,Pummel,15,Rare Toe Jammer
Player3,8/27/2025,True,False,0,Earth,False,Thumpies,15,PomPom,15,Thumpies
Player3,8/27/2025,True,False,0,Earth,False,Thumpies,15,PomPom,15,Thumpies
Player3,8/27/2025,True,False,0,Haven,False,Reedling,15,Barrb,15,Barrb
